	Alv_Gen_Intermediate_Ctrl	Alv_Cap_Ctrl	Gen_Cap_Ctrl	Activated_Alv_Cap_Ctrl	Activated_Gen_Cap_Ctrl	Gen_Cap_LPS	Alv_Gen_Intermediate_LPS	Alv_Cap_LPS	Activated_Gen_Cap_LPS	Activated_Alv_Cap_LPS	Alv_Cap_Combo	Activated_Alv_Cap_Combo	Gen_Cap_Combo	Activated_Gen_Cap_Combo	Alv_Gen_Intermediate_Combo
ENSMMUG00000008667	6.5836	6.155	6.3402	6.2656	6.757	6.5006	6.4128	6.2104	6.3289	6.2882	6.0435	6.0533	6.3581	6.0493	6.3369
TRMT10B	4.0353	4.0777	3.973	3.7494	5.1985	4.0883	3.8071	4.0464	3.9896	3.825	3.8066	3.9575	3.9703	3.7595	3.8148
EXOSC3	4.3358	4.4962	4.5487	4.7625	4.8863	4.7283	3.8642	4.5746	4.6465	4.2144	4.55	4.5858	4.3896	4.3534	4.9043
FBXO10	3.1381	3.6728	3.4198	3.8771	0	3.1923	3.4069	3.3407	3.11	2.7323	3.7312	3.0475	3.478	3.4639	3.0005
POLR1E	2.0579	1.7882	2.293	2.2432	0	1.7833	1.9357	1.4989	1.5402	1.1728	1.7284	2.0102	1.8865	1.5268	1.7374
ZBTB5	3.8787	3.8768	4.0447	4.1029	5.1985	3.0099	3.4818	3.9644	3.3981	3.3797	3.5891	3.8404	3.4919	3.3795	3.6094
GRHPR	5.3527	5.2699	5.3543	5.0603	5.4549	5.2443	5.4202	5.082	5.1122	5.2719	5.5466	5.2458	5.5468	5.2948	5.2611
ENSMMUG00000007421	2.4407	2.8987	2.9638	2.2432	3.0257	2.6219	2.1344	2.218	2.8292	1.8111	2.5809	2.4705	2.8596	3.0918	2.503
RNF38	3.3911	3.5667	3.2931	4.1029	3.9343	2.9605	2.7336	3.5798	1.8765	2.9818	3.4074	3.6447	3.6614	3.2899	3.0823
GNE	3.7261	3.4522	3.6209	3.8771	3.9343	4.2202	4.8982	3.9644	3.5932	3.4642	3.7694	3.6792	3.7334	3.4639	3.6635
CLTA	6.6906	6.6429	6.2986	6.6876	6.5526	6.3929	6.0441	6.0606	6.4661	6.1925	6.5586	6.5306	6.2579	6.6631	6.5387
GLIPR2	3.1031	3.0859	2.9072	2.58	0	3.9932	3.3279	4.7803	3.8439	4.3537	4.6143	4.7572	3.9802	4.0599	3.7661
RECK	3.3013	3.0638	3.8077	2.8529	0	2.8011	2.8512	2.6957	2.149	2.7323	3.0526	2.1147	3.4355	3.8873	2.723
ENSMMUG00000016341	1.0388	1.2754	0.76567	0	0	0.85923	1.4305	0.93593	1.3373	1.1728	0.9183	1.3301	1.1289	1.8109	0.95138
TMEM8B	1.6365	1.1963	1.2632	0	0	0.85923	0.64627	0	0.81833	0.70244	1.1673	0.68316	1.0559	1.1727	0.95138
HINT2	6.9414	7.0622	6.6642	7.0275	6.757	6.7058	6.8116	6.6903	6.4153	6.3996	6.9786	7.072	6.6226	6.7665	7.1258
NPR2	2.8312	2.7404	2.9263	3.2801	3.0257	2.4888	3.0612	2.218	2.5758	1.8111	2.6232	2.819	3.0781	2.0482	2.723
GBA2	3.9591	3.6283	3.9168	3.7494	4.8863	2.3421	2.3091	2.8859	2.3781	1.527	3.2544	3.0994	3.3464	3.3795	3.5531
CREB3	4.6095	4.7733	4.6032	4.1029	5.4549	5.2339	4.9519	5.8019	6.2223	6.0899	5.2621	5.5368	4.866	5.5671	5.1326
TLN1	8.0106	7.9614	7.6749	7.8536	7.5449	6.9502	6.9233	7.1082	7.3268	7.2195	7.7702	7.8124	7.6835	7.8291	7.7719
ENSMMUG00000016321	6.0156	6.2487	6.5113	6.2181	5.8617	5.7885	5.6648	5.6787	5.2916	5.8908	6.3728	5.8861	6.2167	5.4057	5.7231
CCDC107	6.5836	6.8099	6.2501	6.6701	4.8863	6.0995	6.1627	6.5706	5.8259	6.2998	6.6611	6.8513	6.1525	6.2168	6.6636
TESK1	4.7175	4.7035	4.5176	5.0055	4.4874	4.9598	4.3373	5.2298	4.8125	5.124	4.7635	4.7732	4.6032	4.773	5.2434
ENSMMUG00000016313	1.5352	1.8412	1.4856	2.8529	0	2.1788	1.4305	0.93593	0.46642	2.252	1.1673	2.1147	1.6088	1.5268	1.7374
UNC13B	7.4267	8.0178	6.7672	8.1221	6.757	6.1221	6.4412	6.6383	5.7866	6.1163	7.1439	6.7535	6.4921	6.2409	6.7029
FAM214B	5.0923	5.2747	5.0182	5.3071	5.4549	4.3018	4.8706	4.124	3.5932	3.7597	4.6658	4.5112	4.7022	4.4805	4.4903
STOML2	6.7255	6.5544	6.4728	6.5978	6.936	6.7244	6.5583	6.4402	6.6528	6.503	6.3789	6.3971	6.4285	6.8235	6.7285
PIGO	1.0388	1.2754	1.2018	2.2432	0	0.62547	0.64627	0.93593	1.3373	0.70244	1.3795	1.1449	1.447	1.1727	0.55273
FANCG	3.3911	3.1917	3.2931	3.0822	3.0257	3.6632	3.6856	2.8859	3.5932	3.4642	3.1714	3.3768	3.331	3.5437	3.4335
VCP	6.9089	6.846	6.7049	6.7722	6.1787	6.4297	6.4783	6.9888	6.8987	6.9824	7.0088	7.072	6.8393	7.1381	6.9893
DNAJB5	3.7713	4.1425	3.7118	4.5489	3.9343	4.1776	4.561	5.082	4.6018	4.6703	3.8248	4.3704	4.103	4.2141	4.2982
CCL21	1.7312	1.7333	2.2329	1.8031	3.0257	6.1499	2.3091	4.9174	7.0393	6.0358	3.5676	3.6447	4.3672	6.5614	2.379
IL11RA	4.4927	4.7319	4.4922	5.3071	3.9343	4.6211	5.1939	5.4264	4.1839	4.5207	5.2952	5.2458	4.8977	5.0437	5.3129
DCTN3	6.9464	6.9294	6.7895	6.8829	7.0178	7.0272	7.0269	6.87	6.9441	6.6272	7.0008	6.896	6.7438	6.9678	7.0051
ENSMMUG00000031830	5.4877	5.2602	4.9311	5.3518	5.1985	4.9086	5.6648	5.7538	5.5602	5.4889	5.3591	5.3882	4.8336	5.1495	5.2958
C9orf25	4.5327	4.4962	4.7337	5.0055	4.8863	4.9216	4.9519	5.2645	4.7319	4.7732	4.8988	4.8048	4.8226	4.6341	5.0333
MYORG	4.0538	3.5024	4.4728	3.9944	5.1985	4.7862	4.4158	3.9644	3.4989	2.5893	4.1335	3.8404	4.9388	4.4805	4.4291
UBAP1	5.7977	5.5014	5.5518	5.8015	5.4549	5.738	5.915	5.3314	6.1073	5.7296	5.6005	5.5368	5.4469	5.5861	5.6711
DCAF12	5.5409	4.9221	5.7685	4.8272	5.8617	5.9867	5.5821	4.7316	5.5006	4.7732	4.8373	4.9949	5.7163	5.9503	5.5179
UBAP2	5.7701	5.616	5.5395	5.769	6.1787	5.2024	5.3619	4.8732	5.1592	5.318	5.4963	5.0355	5.3005	5.3177	5.4578
UBE2R2	7.4355	7.2983	7.2311	7.2795	7.4886	7.4817	7.7149	7.4165	7.2851	7.0926	7.3515	7.1478	7.4666	7.4228	7.7153
NOL6	2.7878	2.3956	3.4728	2.58	5.4549	3.392	3.1557	3.5798	3.11	2.252	2.1889	2.6895	3.2017	3.0918	3.0823
AQP3	1.0388	0.60085	0.76567	0	0	1.5358	1.4305	2.6957	2.2681	2.0483	1.2773	2.6201	1.328	2.8623	1.7374
NFX1	4.1077	4.3847	4.3294	3.6093	3.0257	3.9175	3.553	4.0464	3.3449	4.3973	4.1909	4.549	4.13	4.1646	4.3975
ENSMMUG00000047507	1.6365	1.8412	1.8482	2.58	0	1.6649	2.1344	1.9028	1.8765	1.1728	1.5645	1.8974	1.7544	2.2518	2.379
CHMP5	7.5158	7.4763	7.145	7.749	7.3053	7.6075	7.711	7.611	7.7127	7.7642	7.4561	7.8085	7.1434	7.6605	7.4213
ENSMMUG00000020148	3.7713	3.5509	3.3508	2.58	3.9343	2.8011	1.7051	2.4765	3.0447	2.4305	3.4551	3.2901	3.0595	3.6193	3.4945
SMU1	5.2684	5.0901	5.0707	5.2134	5.4549	4.9344	4.7241	4.124	5.1592	4.7397	4.9328	5.2458	5.0604	5.4269	5.1517
DNAJA1	8.1638	8.0026	7.8269	8.0426	8.3007	8.2853	8.2688	8.6701	9.3939	9.4101	8.261	8.6256	7.9666	8.6524	8.1775
ENSMMUG00000045559	3.3618	3.5509	3.1702	2.8529	3.0257	3.104	3.3279	2.8859	2.5758	3.0921	3.3073	2.9377	3.2017	3.7595	3.0823
APTX	3.4198	3.0859	2.9821	3.2801	3.9343	2.6219	3.0612	3.4652	2.9047	2.8625	2.7431	3.1495	3.2017	3.1942	3.0823
NDUFB6	7.256	7.0939	7.048	7.1464	6.936	7.054	7.0394	7.0793	7.1246	6.775	6.778	6.6616	6.8256	6.9163	6.984
TOPORS	6.394	6.0854	5.9638	5.8645	7.843	6.6907	7.0761	6.6116	6.6691	6.5228	6.0782	5.9997	6.0967	6.4927	6.4796
DDX58	5.7305	5.3679	6.0643	8.2396	6.936	7.2899	7.0761	7.2006	7.8996	8.5258	6.3287	8.1458	6.7452	7.9511	6.5315
ACO1	3.1031	3.3091	2.9638	3.0822	3.0257	2.4888	1.4305	2.6957	2.4803	0.70244	3.2273	3.0475	3.0024	3.1942	2.6172
C9orf72	3.8787	3.8768	4.1541	3.9944	3.0257	4.6985	4.8982	5.082	4.7727	4.5974	4.1335	4.2144	4.3596	4.5972	4.0362
ENSMMUG00000043473	8.2897	8.0533	8.1141	8.0426	8.3007	8.0691	7.9572	7.6377	8.1391	7.5636	6.6251	6.8589	7.1066	7.3908	6.6702
TEK	5.9183	4.6673	6.7008	4.6947	5.8617	5.8844	5.4391	5.2298	5.6724	4.9298	5.4023	5.7547	6.8729	6.6085	6.41
IFT74	4.7853	4.5045	5.233	4.4701	4.4874	4.6051	4.7845	4.4595	4.1533	3.825	4.6247	4.6394	4.9338	4.2141	4.549
CAAP1	4.942	4.2926	4.7605	3.9944	5.6726	4.772	4.5951	4.4595	4.6465	4.6703	4.4121	4.5112	4.5511	4.9878	4.7121
CDKN2B	1.4262	1.9893	1.6783	0	0	1.2368	2.3091	0.93593	1.7181	2.252	1.3795	0.93242	0.51762	0.70235	0.55273
MTAP	3.7261	3.7579	3.8281	2.8529	4.4874	4.0176	3.9191	3.8774	4.1533	4.2144	4.0115	4.2378	3.9802	4.6341	4.2281
KLHL9	4.912	4.6746	5.0227	4.9485	3.9343	4.1776	4.0231	4.3984	3.8817	4.3973	4.5167	4.9673	4.6781	4.6701	4.7626
HACD4	2.5998	1.3504	2.2019	0	0	0	0	0	0	0	1.5645	1.1449	1.328	0.70235	0.55273
FOCAD	2.743	2.9235	3.3788	3.7494	3.0257	2.8562	2.7336	2.218	2.149	2.4305	3.1132	3.1495	3.4355	2.9816	2.379
MLLT3	6.4953	6.0294	6.5176	6.0656	6.1787	5.9236	6.0564	5.7781	5.0134	5.124	5.992	5.8103	6.262	5.8752	6.4257
ACER2	3.0673	3.4522	2.5852	3.0822	0	3.4997	3.1557	2.4765	2.0191	2.5893	3.0213	3.1979	2.7248	2.0482	3.2332
ENSMMUG00000003412	9.5851	9.362	9.6449	9.2102	10.018	9.5636	9.3587	8.9271	9.3849	8.6414	8.9984	8.5189	9.2064	9.3036	9.0163
DENND4C	6.1545	6.2039	6.2156	6.2656	6.5526	6.0112	6.0807	6.1186	6.0502	6.2882	5.9511	6.161	6.1699	6.0493	6.251
PLIN2	4.2584	4.3936	3.7552	4.5489	4.4874	4.1111	4.4535	4.4595	4.8125	5.0163	4.9074	4.6911	4.1121	3.8873	4.46
HAUS6	4.09	4.5208	4.2019	4.6237	0	3.8647	4.1662	3.5798	3.5468	4.1648	4.6351	4.8204	4.4117	4.8377	4.6054
RRAGA	2.9928	3.1077	2.8076	3.7494	3.0257	2.6842	2.96	3.3407	2.149	2.5893	2.7431	3.0475	2.9225	3.0918	3.0823
ADAMTSL1	4.1426	2.5307	4.2783	3.6093	3.0257	5.738	5.6157	5.1204	4.9073	5.2242	4.5609	4.9673	5.2193	5.6232	5.0738
SH3GL2	0.88257	0.82776	0.48552	1.1666	0	1.394	0.64627	0.93593	0.46642	0	1.0481	1.7751	0.89777	1.5268	1.2634
CNTLN	5.8086	5.4932	6.0293	5.261	6.1787	6.1554	6.1964	5.7781	5.6616	6.0219	6.0474	6.2783	6.499	6.3778	6.0923
CCDC171	2.3836	2.323	2.9638	1.1666	3.0257	2.2627	1.7051	0	0.81833	1.527	1.8039	2.3036	2.4393	0.70235	2.2433
PSIP1	8.0628	8.162	7.7431	8.2217	7.843	7.5227	7.6675	7.9083	6.9707	7.1189	8.1907	8.0682	7.874	7.7002	8.2345
SNAPC3	4.1077	4.0777	4.5426	4.5489	4.4874	3.9932	3.3279	2.6957	3.724	3.5439	4.1909	3.9854	4.1994	4.3085	4.46
TTC39B	0.50775	0.60085	1.3787	0	0	1.394	1.7051	0	2.7496	2.7323	0.9183	0.93242	1.447	1.1727	1.5198
ZDHHC21	0.50775	0.92909	1.4856	0	0	0.85923	0	1.4989	0	0	0.9183	1.1449	1.503	1.1727	1.5198
NFIB	9.1944	8.5065	9.7006	8.5196	9.1967	10.027	9.9487	8.5937	9.0034	8.1776	8.2627	8.5009	9.9027	9.6873	9.2925
MPDZ	7.3146	7.2143	7.4761	7.159	7.8872	7.0392	7.164	6.7527	6.4969	6.6634	6.4599	6.6222	6.9617	6.9088	6.9242
LURAP1L	3.1723	3.4177	3.0534	3.0822	3.9343	3.0577	3.6856	3.3407	2.5758	2.4305	3.2811	3.3768	3.4064	3.1942	3.8148
ENSMMUG00000016632	2.1292	2.2067	2.1702	2.2432	0	2.5569	0.64627	1.9028	2.4803	2.252	2.2973	1.6414	2.3505	2.7321	1.5198
ENSMMUG00000002920	4.9714	4.5608	4.8927	3.8771	4.8863	4.4525	3.8071	2.8859	4.328	4.0049	4.7635	4.2834	4.949	4.8996	4.7375
PTPRD	5.3749	5.023	5.7947	5.0055	5.1985	3.8913	3.1557	4.124	3.805	3.8875	3.9629	3.6447	4.7608	4.0599	4.6597
DMAC1	6.3648	6.0963	6.1842	6.3561	6.1787	6.6288	6.2827	5.7042	6.2802	5.605	5.7415	5.4089	6.2333	6.311	6.0624
KDM4C	4.0167	3.8894	4.233	4.4701	4.4874	4.4345	4.4535	4.6811	4.4589	4.2623	4.0115	4.4723	4.5643	4.4394	4.0362
UHRF2	6.0203	6.0208	6.2156	6.2421	6.1787	5.8844	5.8877	5.8483	5.6507	6.0631	5.9635	5.7547	6.1481	6.0077	6.0624
IL33	6.2294	4.5843	7.2727	5.1642	6.936	6.6129	5.6486	3.9644	6.717	4.0602	4.2729	4.142	6.0003	6.4927	5.1326
ENSMMUG00000041439	3.1031	3.1711	3.0182	2.8529	0	1.9945	2.6055	0.93593	1.5402	2.0483	2.8179	2.3894	3.0407	2.9816	2.379
KIAA2026	7.2719	7.208	7.3384	7.1464	7.1687	7.1781	7.2575	7.1917	7.0351	6.7914	7.1421	7.1601	7.3758	7.1316	7.1917
ERMP1	2.9142	3.0638	3.4063	3.454	3.0257	2.6219	2.4649	2.6957	2.2681	2.5893	2.9232	2.5472	3.0964	2.9816	2.8215
RIC1	5.8461	6.0605	5.7525	5.9828	5.1985	5.3246	5.981	5.5155	5.6507	5.9651	5.6878	5.8335	5.4752	5.5861	5.4111
CD274	0.2761	0.33148	0.37859	0	0	2.6842	2.6055	2.8859	5.6174	5.7963	2.0092	3.5731	1.328	3.0918	1.2634
PLGRKT	5.3302	5.4639	5.1172	5.3518	5.4549	5.6627	5.8026	6.0995	6.597	6.5228	5.1436	5.9226	5.2235	5.6773	4.8816
JAK2	5.0191	4.9465	4.9405	5.0603	4.4874	5.4464	5.6486	6.0001	7.0351	7.4335	5.2006	6.6222	5.5234	6.6809	5.6173
AK3	3.1723	2.8987	2.4857	1.8031	0	2.4173	2.1344	2.218	2.149	1.8111	2.9232	2.6895	2.3197	2.8623	2.503
CDC37L1	4.6219	4.5998	4.3579	4.6947	3.0257	4.2819	4.4902	4.4595	5.1745	5.1998	4.4121	4.3275	4.2078	4.4805	4.4291
SPATA6L	0.2761	1.0238	1.0002	1.1666	0	0.62547	1.4305	2.218	2.149	2.5893	0.9183	2.5472	0.89777	1.5268	1.2634
RFX3	3.8578	3.9984	4.3857	3.454	0	4.3216	4.2543	4.3345	3.5468	3.4642	3.7694	4.4121	4.2977	3.8248	4.116
PUM3	4.7518	4.7869	4.8682	5.0603	4.8863	4.8689	4.7546	4.5182	4.8888	5.1497	4.5167	4.9949	4.9936	4.9296	4.8114
VLDLR	0.7073	1.4217	1.5363	1.1666	0	2.0896	1.7051	1.4989	0.81833	1.1728	1.0481	1.4941	2.0076	1.8109	1.2634
SMARCA2	8.1543	8.0307	8.0739	8.2456	7.369	7.7597	7.7494	7.462	7.0967	6.8709	7.7393	7.4721	7.9955	7.7681	8.023
DOCK8	0.7073	1.1126	1.3221	2.2432	3.0257	1.8928	1.7051	1.9028	0.46642	1.1728	2.2441	2.0102	1.8438	1.8109	1.2634
ENSMMUG00000016193	3.6063	3.4351	3.7007	2.58	0	2.9605	3.553	2.218	2.9047	2.4305	3.2544	3.1979	3.4919	3.1942	3.3031
PGM5	1.4262	1.2754	1.5363	1.1666	3.9343	1.2368	0.64627	1.4989	1.101	0.70244	1.1673	2.2122	2.7011	3.3795	1.5198
FAM122A	3.6063	3.4858	3.3508	3.454	4.4874	2.7438	2.6055	3.9644	2.7496	3.6913	3.7312	3.6447	3.4639	3.7595	3.3698
PIP5K1B	0.50775	1.1963	0.84814	0	0	3.7237	3.0612	2.6957	4.0574	2.9818	1.944	2.5472	1.5569	3.1942	1.7374
FXN	3.4756	3.2516	3.973	2.2432	3.0257	3.4997	3.3279	3.5798	3.2896	2.5893	2.9566	2.4705	3.5057	3.5437	3.2332
TJP2	7.472	7.3113	7.2029	7.3362	6.8493	7.0091	7.1809	7.2534	6.3358	6.4829	7.185	7.4169	7.1478	6.8473	7.1209
FAM189A2	3.7261	3.7579	4.1046	2.2432	3.0257	3.4647	3.8642	2.6957	2.2681	2.9818	3.383	3.5359	3.7098	3.9471	3.6635
PTAR1	2.0579	2.0355	1.7658	1.1666	0	1.2368	1.091	0.93593	1.3373	1.1728	1.6488	1.3301	1.503	0.70235	2.0936
SMC5	6.7512	7.0183	7.282	7.1337	6.8493	7.7176	7.4702	7.57	7.7439	7.6472	7.5316	7.5037	7.88	7.5048	7.7933
TMEM2	6.2294	5.3452	6.3437	5.478	6.1787	6.5599	6.5496	7.2959	7.6318	8.5598	5.6977	6.3867	6.6905	7.2961	6.1312
FAM108B1	2.9541	2.6244	2.6325	2.2432	3.0257	1.7833	1.7051	2.4765	2.149	2.8625	2.7043	2.8796	2.4677	1.1727	2.503
C9orf85	5.0284	5.0736	4.9311	5.261	5.1985	5.0214	4.8425	5.0426	4.9962	4.3973	4.8009	5.175	4.8171	4.4805	4.8352
ENSMMUG00000044793	4.6464	4.4458	4.5972	4.9485	3.0257	4.3602	3.9191	4.0464	4.6683	4.1134	4.4711	4.5858	4.5577	4.9878	4.3321
ALDH1A1	6.934	6.0351	7.3526	6.0386	7.3053	7.5626	7.6953	7.0497	6.9575	6.7073	6.9581	7.3675	7.6397	7.7805	7.3855
ANXA1	6.5645	6.2289	6.7791	6.482	5.8617	7.1835	7.0456	7.1459	7.0225	7.0386	7.054	7.626	7.1587	7.5918	7.0566
TRPM6	2.1292	1.8412	2.3508	2.58	0	2.6219	2.7336	2.218	2.149	2.5893	0.61723	1.7751	2.2559	2.4303	1.9264
C9orf40	2.1971	2.0355	1.7658	2.2432	0	2.2627	1.9357	0	2.149	1.8111	2.0716	2.3894	1.8438	1.1727	2.2433
CARNMT1	2.9142	2.9235	3.2633	3.2801	3.0257	2.4888	3.2444	2.218	1.5402	1.1728	2.2973	2.6201	2.8809	3.1942	2.6172
NMRK1	2.8312	2.7404	3.3077	3.454	0	2.5569	3.0612	2.4765	1.101	2.252	2.5809	2.8796	2.8809	2.8623	3.1597
OSTF1	4.0353	4.1634	4.0447	4.4701	0	3.8099	3.8642	4.0464	3.724	3.7597	3.8606	3.9854	3.9998	4.5204	3.9517
PCSK5	2.4957	2.7952	3.3222	1.1666	3.9343	2.0896	1.7051	2.6957	2.2681	1.8111	2.1314	1.1449	2.3807	2.2518	0.95138
ENSMMUG00000046548	4.1934	4.0996	3.6556	3.9944	4.4874	4.668	4.4902	3.9644	4.6243	4.0602	3.8428	4.5858	3.8886	4.5972	3.7157
GCNT1	5.1872	5.708	4.146	5.6308	4.8863	2.4888	4.2543	5.1942	3.9186	5.044	5.6215	5.8335	3.7795	3.5437	4.6861
VPS13A	5.5146	5.7293	6.1296	5.6666	3.9343	5.285	4.7546	4.8732	5.128	5.2951	5.4382	5.5555	6.0505	6.2046	5.8335
ENSMMUG00000021916	4.2899	4.2541	4.4198	3.6093	4.8863	4.2819	3.7477	4.3984	3.9186	3.6195	4.3122	4.1907	4.6902	4.4805	4.5199
ENSMMUG00000039415	1.4262	1.1963	1.4856	1.8031	0	1.6649	1.091	0	0.46642	1.8111	1.475	1.6414	1.1289	1.8109	2.0936
CEP78	3.1723	3.1711	3.5363	3.7494	3.0257	2.9605	3.2444	3.054	2.8292	2.5893	3.0213	2.6201	3.4639	3.6193	3.1597
PSAT1	1.7312	1.1963	2.0002	0	0	2.5569	2.6055	1.9028	2.2681	1.1728	2.3982	2.2122	1.6088	2.4303	1.7374
TLE4	9.403	9.9059	8.2982	10.118	8.1637	7.4099	8.7422	9.7067	7.461	8.7035	10.48	10.348	8.6543	8.4422	10.089
ENSMMUG00000006148	1.1798	1.1126	1.1377	0	0	0.34637	0.64627	0	0.46642	0.70244	0.7756	1.4941	0.8117	1.5268	1.2634
TLE1	5.9823	5.1386	6.5702	4.8272	6.3144	6.8417	6.3138	5.3954	5.8923	4.4807	3.4074	4.1907	6.2271	6.3223	4.8352
IDNK	1.3082	1.4217	1.6325	1.1666	0	1.0603	1.091	1.4989	1.3373	1.1728	1.5645	1.6414	1.328	2.0482	1.5198
UBQLN1	6.9315	6.8653	6.981	6.957	6.936	6.8141	6.8043	6.4996	6.5448	6.6363	6.5909	6.6043	6.8091	6.7665	6.9679
KIF27	3.4756	2.9718	3.5113	4.3867	3.0257	1.8928	2.3091	2.4765	1.3373	2.0483	2.0092	1.7751	2.1547	3.0918	2.2433
C9orf64	4.0538	3.9867	4.0534	4.2981	3.0257	3.7817	2.7336	3.686	3.2322	2.8625	3.6103	3.5731	3.3767	4.2141	3.5531
HNRNPK	6.5709	6.6977	6.6756	6.7885	7.0178	6.1773	6.1397	5.871	6.3893	6.0358	6.4034	6.631	6.4464	6.7328	6.5315
RMI1	3.3319	3.271	3.3077	2.8529	4.4874	2.6219	2.1344	3.3407	2.3781	2.0483	3.2544	3.0475	3.3464	3.2899	2.6172
ENSMMUG00000041893	8.0118	8.1846	6.4744	8.1091	4.4874	6.0412	7.1809	7.611	5.4129	6.3671	8.5675	7.946	6.9186	6.3778	8.5179
AGTPBP1	3.7489	3.7852	4.2406	4.1029	3.9343	3.7237	3.8642	3.686	3.5468	3.825	3.7694	3.6792	4.2078	3.8248	3.9517
NAA35	4.2742	4.6226	4.7445	4.1029	4.4874	4.4878	4.7546	4.2677	4.6465	3.9474	4.4941	4.9248	4.7377	4.773	4.7121
GOLM1	4.729	4.3021	4.7605	4.2981	3.9343	6.1773	5.7277	6.1925	6.7378	6.7245	5.611	7.0324	5.7456	7.1509	5.3297
ISCA1	6.9901	6.937	6.9311	6.9425	6.8493	7.2773	7.3047	6.8007	6.5448	6.5712	7.3181	7.0881	7.0804	6.946	7.4715
ZCCHC6	6.4156	6.4216	6.4449	6.3561	6.8493	6.4252	6.2616	6.625	6.3493	6.3561	6.6199	6.5354	6.6099	6.116	6.3201
DAPK1	5.0833	4.5608	5.4433	4.1029	5.1985	4.743	4.561	4.1977	4.408	3.5439	4.4595	4.5675	5.4646	5.4057	4.9266
CTSL	6.1588	6.1392	5.6121	6.2656	4.8863	6.9659	7.0332	6.625	7.2274	6.6634	6.5311	6.6872	6.3993	6.3994	6.6702
CDK20	2.324	1.9416	2.3788	2.58	3.9343	1.7833	2.1344	2.6957	1.101	1.1728	1.8756	1.3301	1.928	0.70235	0.95138
ENSMMUG00000038581	2.1971	2.7681	3.0877	1.8031	3.0257	1.8928	1.4305	1.4989	2.2681	1.527	2.8179	2.5472	2.8596	1.5268	1.9264
SPIN1	3.6063	3.9019	3.8682	3.454	0	2.4173	2.7336	1.4989	2.5758	2.252	3.4551	3.1495	3.5985	2.8623	3.1597
S1PR3	0.7073	0.82776	0.92615	0	0	0.85923	1.091	0	1.101	0.70244	1.2773	0.93242	1.5569	1.1727	0.95138
SECISBP2	6.2049	6.1313	6.2425	6.2421	6.5526	5.9171	5.9938	5.8019	6.0081	6.2882	5.83	6.0268	5.9432	6.0077	6.0006
SEMA4D	0.50775	1.1963	1.2018	0	0	1.5358	2.1344	1.9028	1.101	1.1728	1.3795	1.3301	0.97898	1.1727	1.5198
GADD45G	7.6278	6.9446	6.5097	6.5791	9.1061	7.1145	7.4423	7.0596	7.1597	6.9315	5.6474	5.3023	5.7828	6.4827	6.2946
SYK	0.7073	0.47245	0.76567	0	0	1.5358	1.9357	2.218	0.81833	2.0483	2.2441	1.6414	1.659	2.2518	1.7374
AUH	3.1031	3.271	3.1046	3.8771	3.9343	2.8562	2.4649	2.4765	2.0191	2.8625	3.3582	3.0994	2.8596	3.6911	3.7157
ENSMMUG00000047234	5.5146	5.1491	5.333	5.2134	4.8863	6.2511	6.3442	5.6263	5.9822	5.4271	4.864	5.1006	5.4505	5.7631	4.9486
NFIL3	2.5998	3.0413	2.3788	2.2432	4.4874	3.392	3.7477	3.5798	4.2139	4.3537	2.9566	2.6201	2.9828	2.8623	3.3031
SPTLC1	5.893	5.9593	5.7091	6.0386	6.0289	5.738	6.0564	5.5994	6.0419	5.7296	5.7701	5.9582	5.6681	5.8441	5.99
FBP2	1.3082	1.1126	1.3221	1.8031	3.0257	2.4888	2.8512	1.4989	0.81833	1.1728	1.2773	1.7751	1.503	0	1.7374
FBP1	2.0579	2.5307	2.3508	2.2432	0	1.9945	2.1344	2.8859	2.0191	2.0483	3.4074	2.3036	2.8809	2.2518	1.2634
C9orf3	3.1723	2.6244	3.4465	3.2801	3.0257	3.2345	2.6055	2.8859	2.5758	1.8111	2.9232	3.1979	3.1674	2.0482	2.6172
FANCC	4.9519	5.1226	5.6896	4.6947	4.8863	5.5419	5.4202	5.0426	4.9613	5.124	5.0614	5.2226	5.5732	5.0437	5.2958
PTCH1	5.047	4.7801	5.5081	5.0603	5.1985	5.0688	4.7241	4.124	3.9186	3.5439	4.7252	4.4121	5.2686	5.1747	4.9043
ENSMMUG00000011787	6.502	6.4771	6.5898	6.5019	6.3144	6.1108	5.981	6.0606	6.0912	5.9359	5.988	6.1302	6.3751	6.2046	6.1021
SLC35D2	5.958	5.8633	5.5426	5.4371	6.6584	5.968	6.251	6.2456	5.8356	5.8285	6.0121	5.9582	5.7252	5.4684	5.936
ZNF367	2.1971	2.4981	2.1378	2.2432	0	3.1488	3.6856	3.3407	2.5758	2.8625	2.3982	2.9377	1.8438	1.5268	2.723
HABP4	3.8787	3.5187	3.3788	3.8771	4.4874	3.392	3.0612	3.2045	2.8292	3.0921	3.4074	3.4182	3.5856	3.0918	3.4335
ENSMMUG00000008295	5.8567	5.7009	5.2596	6.1183	5.8617	4.8143	5.3217	5.2298	4.5082	4.8692	5.5132	6.0065	5.0651	5.4887	5.1891
ZNF510	4.09	3.8768	4.1213	3.454	3.9343	3.4997	2.8512	3.054	3.5468	3.2901	3.7881	4.1907	3.9802	3.2899	4.0767
ZNF782	4.1934	3.951	4.4399	4.1029	3.0257	3.5673	3.4069	3.8774	3.4989	2.9818	3.692	3.6093	3.9198	3.8248	3.4335
