	AT1_Progenitor_Ctrl	Differentiating_AT2_Ctrl	AT2_Progenitor_Ctrl	AT1_AT2_Ctrl	AT1_Ctrl	Differentiating_AT1_Ctrl	AT2_Ctrl	Differentiating_AT1_LPS	AT2_LPS	Differentiating_AT2_LPS	AT1_LPS	AT2_Progenitor_LPS	AT1_AT2_LPS	AT1_Progenitor_LPS	AT2_Combo	AT1_Combo	Differentiating_AT1_Combo	AT1_Progenitor_Combo	Differentiating_AT2_Combo	AT1_AT2_Combo	AT2_Progenitor_Combo
IAH1	5.8317	3.8124	4.7609	5.2001	5.5167	4.4813	5.1031	3.5226	5.4649	3.5025	5.4202	4.8889	5.4444	5.6993	5.0474	5.401	3.6937	5.5861	3.663	5.0557	4.8091
ADAM17	3.482	3.6217	3.3152	3.4326	4.046	4.0005	3.8034	4.0074	3.3613	4.5396	3.2383	2.8349	3.0713	0	3.3844	3.8266	4.0502	2.8832	4.2786	3.5035	3.5083
YWHAQ	8.08	5.6102	6.6791	7.678	7.9972	6.5009	7.3696	5.2867	7.1648	5.2911	7.1632	6.2984	7.0504	7.4679	7.0699	7.5717	6.1461	7.4692	5.4176	7.2936	6.2809
TAF1B	4.5262	4.5619	4.5927	4.9372	4.8324	4.9656	4.6593	4.2751	3.8927	4.0788	4.4043	2.69	3.8292	3.897	4.2201	4.7172	4.5557	4.3876	4.4251	4.6748	4.142
GRHL1	0	2.1635	1.3174	0.79477	0.28889	0.76842	2.0121	0.7275	0.89983	1.3728	0.79382	0.74987	0.36782	0	0.91899	0.9412	0.53942	0.84579	0.83011	0.54897	0.78585
KLF11	4.4159	4.9345	4.8001	5.1006	4.3582	4.731	5.0074	4.6959	4.4118	3.9362	5.2774	4.8553	4.8077	4.5947	4.3952	5.3957	4.9077	4.7713	4.3166	5.2785	4.6238
HPCAL1	8.0618	6.0307	7.2872	8.0607	8.3837	7.0245	7.707	5.2622	7.5016	5.6057	6.8327	6.6217	6.9973	7.5052	7.8518	7.7312	6.4824	7.8887	6.1551	7.6435	7.3312
ODC1	5.8317	5.1263	5.4439	6.2655	6.2676	5.0188	6.2741	5.7404	7.6696	6.0656	7.0519	6.4746	7.4205	8.0502	7.2821	6.1483	4.7301	6.418	5.5271	6.8957	6.3678
NOL10	4.6286	4.5619	4.2408	4.6155	4.5884	4.5113	4.5784	4.835	5.1145	5.4569	5.2909	5.046	5.1755	4.8478	4.7022	4.2667	3.9828	4.4415	4.3898	4.528	4.4435
ATP6V1C2	1.4306	1.4541	1.3174	1.6801	0.7356	0.95448	1.2503	1.2088	0.31891	0.8439	0.79382	0	0.78743	0	0.53146	1.2511	1.4127	1.762	1.1994	0.82516	0
PDIA6	6.9234	7.2515	7.1724	7.7222	7.888	6.7663	7.8774	7.7467	9.2493	8.4112	8.9126	8.3494	9.0907	7.4297	9.1621	8.8669	7.8223	8.2851	7.9273	9.1389	8.2849
PQLC3	2.6056	0.90301	0.80414	1.1536	1.872	0.76842	1.0726	1.2088	0.80087	0.8439	0.79382	1.2408	0	0	0.9854	1.155	0.20305	2.0666	0.83011	0.38813	0.78585
ROCK2	5.9551	5.3273	4.9116	5.471	5.5648	5.7357	5.386	4.8678	4.922	5.07	4.9748	3.8023	5.0483	4.8478	5.1378	5.7442	5.8611	5.4348	5.318	5.3567	4.7585
E2F6	2.6056	2.4195	1.6952	1.8853	2.1129	2.0172	1.9099	2.3029	2.236	0.8439	1.835	2.5289	2.211	3.3597	2.5822	2.3182	2.1622	2.5319	2.5671	2.7129	2.2081
TRIB2	4.2965	4.1317	2.8009	3.2215	2.2536	2.7786	4.0395	2.0972	4.6075	4.0093	2.332	3.8023	4.1806	4.5947	4.2941	2.4043	2.3873	2.0666	4.3719	3.8196	3.4457
FAM84A	3.8644	0	1.6952	3.5276	3.9249	3.1272	1.9099	2.3029	2.0759	2.0634	3.5855	2.8349	2.7361	2.4938	2.0103	4.3984	3.1471	3.8633	2.0396	3.4837	2.5428
NBAS	3.8644	4.7131	4.059	4.4313	4.6147	4.5977	4.4201	4.3697	4.1456	4.6804	3.6711	3.4886	3.9828	4.2876	4.1349	4.45	4.6013	3.4015	4.6202	4.479	3.9968
DDX1	6.5585	6.0114	5.9926	6.4904	6.5965	6.0174	6.2377	5.3344	5.5962	4.8491	5.6693	5.1327	5.6461	4.5947	6.045	6.2034	6.0605	5.9815	5.9942	6.044	5.6917
FAM49A	0	3.7202	3.3152	2.147	1.6857	1.5239	3.0304	2.3029	2.8449	2.7146	1.5029	2.8349	2.534	3.3597	3.3086	2.2732	2.1622	2.318	2.5671	2.7465	2.4818
VSNL1	3.6858	3.7202	4.6366	4.7917	4.3737	4.1792	4.957	2.9179	2.2734	0	4.246	2.69	2.941	2.4938	2.6245	4.4601	3.097	3.4015	1.6202	3.3806	2.4818
SMC6	5.5992	5.8247	6.2964	6.0043	6.0288	6.1133	6.0402	5.8915	5.493	5.8034	5.6899	4.8889	5.6461	4.5947	5.6917	5.7483	5.7682	4.9307	5.7863	5.802	5.1986
GEN1	1.4306	0.90301	0.80414	1.4407	1.0762	1.2671	1.5512	1.2088	0.31891	0.8439	0.79382	0	0.36782	0	0.69915	0.69012	1.7079	0.84579	1.9456	0.82516	0.56826
KCNS3	2.9602	2.4195	2.9477	2.4992	1.9568	1.4012	3.3364	2.0972	4.2617	1.759	3.1216	2.8349	3.5892	4.5947	2.2453	1.4259	0.93114	1.762	1.0265	2.8114	1.5514
ENSMMUG00000014083	5.4945	5.0143	5.6293	5.8898	5.979	5.07	5.79	4.8015	6.0157	5.07	6.0824	5.8474	6.0263	6.0412	5.8087	6.091	5.1043	5.7231	4.9456	5.802	5.6227
ENSMMUG00000030925	1.4306	0	0.80414	1.1536	1.4717	0.55477	1.0726	0	0.45531	0.8439	0.45083	0.74987	0.52165	0	0.61774	1.2511	0.68214	0.84579	0.60269	0.94567	0.97488
ENSMMUG00000001570	0	1.4541	0.80414	1.4407	0.91593	0.55477	0.86976	0	1.7442	0.8439	0.79382	1.2408	1.9103	0	1.7295	1.654	0.812	1.762	0	1.6603	2.2081
WDR35	3.6858	3.6217	3.4195	4.1219	3.8603	4.2697	3.2131	3.8847	1.9886	2.7146	2.4335	2.5289	2.534	0	2.6452	3.6616	4.0502	3.0313	2.7998	3.1492	2.7118
LAPTM4A	8.4869	7.882	8.4793	8.8616	8.7188	7.8518	9.0897	6.5664	8.6805	7.3501	8.2925	7.8457	8.2495	7.5052	8.7048	8.6811	7.2789	8.1088	7.2858	8.651	8.0606
SDC1	7.2308	7.4796	7.4983	7.7763	7.7009	7.4568	7.4331	6.9111	7.2329	7.0198	7.8123	6.9821	7.4886	6.2312	7.4406	7.6867	7.4383	7.1264	7.0521	7.5856	7.1171
PUM2	1.4306	2.9927	2.8009	1.9779	2.0369	2.7284	2.1075	3.038	1.5749	2.8795	1.5029	2.3476	1.377	0	2.0419	2.0774	2.8166	1.762	3.295	2.4119	2.2081
ENSMMUG00000043088	0	0.90301	0	0.79477	1.2204	1.4012	0.63373	0	0.69462	1.3728	0.79382	0	1.2059	0	0.9854	0.54603	0.812	0	1.1994	0.94567	0.78585
RHOB	0	2.9927	1.9944	1.7863	1.7819	1.7419	1.8	1.2088	2.1176	2.8795	1.0707	2.5289	1.9103	0	2.19	1.3412	1.4924	1.3755	2.7998	1.5881	1.9621
ENSMMUG00000030920	3.8644	5.2303	6.57	6.4096	5.0889	5.0083	6.636	4.2751	6.3986	5.2615	5.9602	6.3109	6.1045	4.8478	6.3476	5.5828	4.499	5.6562	5.6137	5.9854	6.2027
LDAH	2.9602	0.90301	2.4533	1.8853	2.1129	1.5239	1.4086	2.3029	1.5749	1.759	1.6785	1.2408	1.294	2.4938	1.6498	1.7881	1.7079	1.762	1.4931	1.3468	1.6655
ATAD2B	4.8984	5.9719	5.5625	5.1211	4.7397	5.4331	4.9049	5.7226	4.9626	6.1487	5.357	5.1327	5.2599	3.3597	4.9797	4.8381	5.5482	4.4935	6.0962	4.7758	5.0593
UBXN2A	4.0232	3.9809	3.6935	3.754	3.8156	3.53	4.1557	3.1488	2.5723	2.7146	2.9945	2.69	2.7672	3.897	3.569	4.0026	3.6422	3.6959	3.1759	3.4228	3.4457
WDCP	1.4306	1.852	1.3174	2.4353	2.6086	2.0985	1.5512	1.5692	1.847	1.759	1.6785	1.2408	1.8534	2.4938	2.2985	2.024	2.345	2.0666	2.745	2.5702	2.6014
FKBP1B	1.4306	1.4541	0.80414	1.7863	1.6857	0.76842	1.5512	0	1.0794	0	1.9762	0.74987	1.1121	0	1.4759	2.0774	0.812	2.0666	0.60269	1.4318	0.78585
SF3B6	7.8448	6.3862	7.2872	7.6571	7.5857	6.839	7.5671	6.1664	7.5357	5.8637	7.5858	7.3265	7.6264	7.8619	7.7787	7.759	6.7427	7.5634	6.4613	7.7734	7.4454
TP53I3	0	0	0.80414	0.98531	0.91593	0.30389	1.8	0.7275	0.99243	0	1.0707	1.6064	0.90396	0	1.4289	0.82112	0.53942	0.84579	0.83011	1.9177	1.142
ENSMMUG00000009406	3.8644	3.9809	3.6078	3.9032	4.1932	4.3382	3.8865	2.787	2.1976	3.0275	3.0595	2.3476	2.5697	2.4938	3.2557	4.0299	4.0763	3.5064	3.6027	3.58	3.9068
ITSN2	4.6286	5.6853	5.0802	5.0048	4.6277	5.1484	5.2671	7.1695	6.2796	7.1944	6.4403	6.746	6.5128	5.5646	5.8041	5.6102	5.959	5.1409	6.4528	5.6857	5.9217
NCOA1	5.9551	5.9518	5.9233	5.9822	5.7954	5.7733	6.0463	5.8095	5.5436	5.3764	6.098	5.2664	5.7274	4.5947	5.5993	6.1168	6.2005	5.4611	5.9465	5.7241	5.4423
PTRHD1	5.7881	4.5077	5.941	6.1053	5.8574	4.9656	6.1785	3.5226	5.2613	2.5284	5.149	5.435	5.303	6.2312	5.5993	5.698	4.4299	5.6562	4.1789	5.7819	5.5942
ENSMMUG00000030911	1.4306	0	0	0.57519	0.7356	1.1193	1.0726	0	0.80087	0	0.79382	0	0.52165	3.3597	0.69915	0.82112	0.53942	0.84579	0.60269	0.54897	0.56826
DNAJC27	3.2445	4.3929	3.5167	3.5579	3.3662	3.4393	3.7453	3.3478	3.5711	2.8795	4.1299	4.2267	3.915	3.3597	3.8969	3.7465	3.6596	3.0313	3.9799	3.8662	3.5973
DNMT3A	5.3817	5.6607	5.6074	5.4141	5.6816	5.9533	5.1374	4.6959	4.0732	4.8883	4.547	3.9996	4.5189	2.4938	4.3328	5.2637	5.6385	4.7286	4.9334	4.7512	4.3946
DTNB	3.2445	3.9809	4.2966	4.5864	4.4634	4.6659	3.8034	4.2254	3.7803	3.6003	3.9361	3.3982	3.6405	3.897	3.6428	4.3341	4.4095	4.0133	4.5739	4.1305	3.9068
ASXL2	3.8644	4.3319	4.4022	4.1619	3.6471	4.1978	3.965	3.8192	3.1763	4.2085	3.629	3.3018	3.3431	2.4938	3.6116	4.109	4.6629	4.0828	4.3898	3.7217	3.6811
KIF3C	2.9602	0.90301	2.6375	2.8326	2.9768	2.0985	1.9099	1.2088	0.89983	0	1.3029	1.6064	1.294	0	0.43969	2.024	1.9529	1.762	1.4931	1.8575	1.5514
RAB10	7.058	6.1236	6.6791	7.1381	6.8941	6.0687	7.1959	6.6629	8.0637	7.1304	7.5439	7.6539	7.9225	7.773	7.4901	6.9234	6.1275	7.0931	6.4824	7.1363	6.9097
HADHA	7.147	5.7797	6.1972	6.6538	7.2244	6.5305	6.4798	6.0427	5.8148	5.7189	6.0348	5.1604	5.8267	6.2312	6.2446	6.8136	6.7284	6.8654	6.0461	6.4114	5.8571
HADHB	7.4703	5.7797	6.452	7.1051	7.4533	6.5451	6.8442	5.4898	6.7281	5.9954	6.8373	5.8812	6.6379	6.9242	6.798	7.2644	6.5881	7.3043	5.5906	6.9327	6.0322
ADGRF3	4.2965	5.6607	5.048	4.914	5.1887	5.5604	4.5447	4.9619	3.5407	4.5396	4.1891	3.9368	3.6236	3.897	3.914	4.5095	5.1106	3.6043	4.7921	4.1805	4.1221
EPT1	3.2445	2.9927	2.8009	3.0614	3.3662	3.3089	2.8764	3.038	3.478	4.1451	3.3464	3.3018	3.3838	0	3.4564	2.982	3.0185	1.762	2.9525	2.8735	2.5428
KCNK3	4.0232	1.4541	1.3174	1.8853	2.3192	2.6225	1.4086	0.7275	0.31891	0	0.45083	0.74987	0.36782	0	0.43969	0.54603	1.3284	2.318	1.4931	1.0569	0.56826
SLC35F6	3.2445	2.4195	2.6375	3.2589	3.3027	3.0061	2.8764	2.0972	2.5723	3.3976	3.1216	2.8349	2.7361	0	2.4937	3.0637	2.9354	3.0313	2.1278	2.6786	2.8144
DPYSL5	0	0	0	0.79477	0.52947	1.4012	0.86976	1.8572	0.57992	0.8439	0.79382	0	0.36782	0	0.61774	0.69012	0.812	0	1.3537	0.38813	0.31193
MAPRE3	0	0	0.80414	0.79477	0.7356	1.1193	0.63373	0.7275	0.89983	0.8439	0.79382	0.74987	1.2059	0	0.84937	0.20584	1.3284	1.3755	0.33259	0.38813	0.78585
ENSMMUG00000019733	2.9602	2.1635	2.242	2.6191	2.5552	2.827	2.7039	3.3478	2.602	4.2692	2.2229	2.9665	2.4973	0	2.9413	2.8034	3.097	2.7183	4.4251	2.933	3.6811
ENSMMUG00000016044	3.482	2.8257	2.9477	2.9285	3.5684	3.1272	2.7637	2.3029	2.2734	1.759	2.5283	2.3476	2.4973	0	2.2179	2.8034	2.6179	2.8832	2.7998	2.4531	2.4818
OST4	8.9094	7.8055	8.7829	8.9291	8.9862	8.3682	8.8022	7.4602	8.8667	7.6187	8.8669	9.0178	8.926	9.203	9.0444	8.9291	8.1198	9.0574	8.1332	9.0784	9.1914
KHK	2.9602	2.6369	3.0808	3.2954	2.8932	1.2671	2.7039	2.3029	1.4498	1.759	2.332	1.2408	1.7326	3.3597	2.103	3.3934	2.545	3.1655	2.2896	3.0179	2.2815
ENSMMUG00000002390	4.1663	3.1424	3.0808	3.6452	3.4852	3.6694	3.6214	4.9619	5.6505	5.1689	4.9916	5.2917	5.5819	3.897	5.2124	3.7629	4.1395	4.0828	4.9087	4.6834	4.8091
SLC5A6	0	3.1424	3.0808	2.6755	2.8932	3.3089	2.5763	3.1488	3.1363	3.8593	3.1216	2.69	3.536	2.4938	2.6857	2.1786	2.1127	3.0313	2.2896	2.2806	2.7118
CAD	6.5842	6.2772	6.7805	7.1255	7.2179	6.6192	7.1005	6.0427	6.8888	6.3728	6.927	6.8087	6.8901	6.2312	7.1261	7.2397	6.2586	6.5092	5.9646	7.0994	6.531
SLC30A3	3.2445	3.9809	4.1222	4.1219	2.7098	2.3179	4.6435	2.9179	3.0951	3.778	2.9266	3.73	3.5892	2.4938	3.468	2.3619	2.2565	2.5319	2.7998	2.3694	3.3119
UCN	1.4306	0.90301	1.9944	1.4407	1.4717	1.637	2.197	2.4829	3.1959	2.0634	2.8552	2.9665	2.6718	0	2.19	1.7881	1.9529	1.3755	2.2896	1.7947	1.6655
GTF3C2	5.2593	4.0583	5.0802	5.5931	5.4597	4.4036	5.6779	4.5008	5.7433	4.3275	5.6796	5.0159	5.7509	6.3989	5.9691	5.9116	4.7053	6.0698	4.5895	5.9022	5.6507
EIF2B4	4.0232	3.1424	4.4022	4.2388	4.103	3.9357	3.965	4.3232	4.4933	4.4894	4.7573	4.5117	4.723	4.2876	4.2743	4.2667	4.0502	4.3876	4.2592	4.528	4.3611
SNX17	6.7064	4.7602	5.3677	6.2701	6.72	5.2585	6.1564	4.7672	6.3579	4.2692	6.397	5.046	6.252	6.5492	6.3988	6.3462	5.0127	6.2007	5.1804	6.2943	5.3934
PPM1G	6.7296	5.1263	5.9584	6.4983	6.5899	5.7293	6.4067	5.5914	6.9793	5.8238	6.9825	6.2082	7.0329	7.1291	6.5532	6.525	5.2829	6.2007	5.2703	6.4704	5.8328
NRBP1	6.5056	5.1263	5.774	6.0153	6.0483	5.4717	5.8255	5.3344	5.8493	5	6.0267	5.3166	5.8881	5.4159	6.0985	5.9657	5.4114	6.1203	5.1596	6.1164	5.6298
KRTCAP3	4.1663	3.8124	4.8001	4.5263	4.4342	3.6152	4.7801	3.3478	5.469	4.0093	5.5273	4.9852	5.3905	5.2502	5.7382	5.5735	4.3358	5.1731	4.2395	5.5733	5.2815
IFT172	3.482	3.8991	4.1827	3.6167	3.4563	3.9134	3.3753	3.4378	2.3098	3.1617	2.701	2.9665	2.165	2.4938	2.7444	3.2612	3.727	3.782	3.7766	2.9902	3.5083
ZNF512	4.6286	4.9345	4.3504	4.7397	4.8982	4.3548	4.6113	3.8847	3.6725	3.9362	3.9702	3.5736	3.7842	2.4938	4.0129	4.0434	4.1271	2.7183	4.1994	4.2984	3.5682
CCDC121	1.4306	2.6369	2.242	1.9779	1.872	1.5239	2.3609	1.5692	1.1615	0.8439	1.6785	2.3476	1.0118	0	1.4759	2.4455	2.4283	2.7183	2.7998	2.5323	2.9101
GPN1	4.9782	3.7202	4.1827	5.1412	5.0116	4.0005	4.8915	2.787	4.6789	2.7146	4.6974	3.4886	4.4048	5.5646	4.7744	4.8987	3.4361	4.8532	3.4051	4.9151	3.708
SUPT7L	3.482	4.6141	4.2966	4.1421	3.9458	3.9134	4.0395	4.0074	3.8685	3.9362	4.1891	3.5736	4.0602	4.8478	3.9477	4.2318	4.2352	4.0133	3.956	3.926	4.0398
SLC4A1AP	4.8984	4.3319	4.059	4.7789	4.8211	4.4964	4.721	4.0074	4.7798	4.3275	4.9916	4.1732	4.8663	5.4159	4.9426	4.8147	4.3679	4.3316	4.4764	4.7839	4.378
RBKS	3.6858	2.1635	3.2028	3.5276	3.5412	2.7786	3.8317	2.643	3.9166	2.0634	3.2383	2.8349	3.6236	0	3.3215	3.3066	2.545	2.7183	2.5671	3.4228	3.6537
BABAM2	2.6056	3.4018	3.7744	3.1831	3.4852	3.5589	2.6415	3.5226	2.8695	3.5025	3.7121	3.73	2.941	2.4938	3.2955	3.3288	3.9122	2.5319	3.9799	2.8735	3.7858
FOSL2	6.0319	5.1965	5.4684	6.19	6.1373	6.3843	5.1031	6.2681	5.7299	5.5578	6.8963	5.9464	6.3269	5.4159	4.7022	6.2361	6.0474	6.1036	5.1385	5.6011	5.4262
PPP1CB	5.3218	4.6644	4.3504	4.5416	4.8324	4.3548	4.736	4.5008	4.3779	4.0788	4.4291	4.4228	4.4438	3.3597	4.4841	4.8763	4.3573	5.0741	4.3353	4.1682	4.3611
TRMT61B	3.482	3.6217	3.6078	3.4966	3.9458	3.747	3.486	4.659	3.586	3.778	4.0993	4.5117	3.9288	2.4938	3.9725	3.3507	3.9828	3.782	3.7766	3.8196	3.8596
WDR43	4.9782	5.8247	4.9116	5.455	5.4597	5.4174	5.1031	5.8263	5.786	5.9773	5.9855	5.8977	6.0768	6.476	5.5398	5.3035	5.266	5.0396	5.7097	5.4964	5.1207
CLIP4	3.482	1.852	1.3174	2.9742	3.9458	3.6958	1.8	2.787	1.5749	2.0634	1.6785	2.3476	1.9103	0	1.7677	2.8654	3.1471	2.5319	1.9456	1.9755	1.7713
YPEL5	6.0688	6.4159	6.5586	6.6325	6.3085	5.9313	6.64	5.923	6.024	5.8833	6.1805	5.8128	5.9872	5.8225	6.306	6.6404	6.0896	6.2768	6.0852	6.4476	6.3031
LBH	5.5478	4.8058	3.3152	3.78	3.6724	4.3712	3.0783	4.8998	2.941	4.2085	4.7376	3.8711	4.0974	4.2876	3.7131	5.4923	5.2023	6.169	4.8709	4.4589	4.2374
LCLAT1	4.4159	4.1317	3.993	3.9723	3.7694	3.6958	4.0151	2.9179	3.6725	3.5025	4.1299	2.8349	3.8583	3.3597	3.5138	3.7465	3.6596	3.4015	3.474	3.8508	3.2027
MEMO1	3.6858	3.8991	3.4195	3.7006	3.6471	4.0005	3.8593	3.5226	3.8061	4.0093	4.1891	4.2783	4.1921	2.4938	3.7229	3.9606	3.7914	4.0133	3.6332	3.9406	3.4457
DPY30	7.6146	5.7567	7.202	7.3038	7.361	6.4934	7.2596	5.5516	6.8873	5.1037	6.8963	7.0943	6.8919	7.35	7.0399	7.1676	6.1181	7.2823	5.9096	7.2238	7.0372
SPAST	4.1663	3.9809	4.4022	3.2954	3.3968	3.5004	3.486	3.6027	2.9176	3.8593	3.0595	2.69	2.6045	0	3.4328	3.4753	4.2001	2.318	3.907	3.3372	3.6811
SLC30A6	3.8644	3.4018	4.1222	3.9266	4.1397	3.772	3.6534	3.8847	3.4619	4.4374	3.7121	3.8023	3.7221	2.4938	3.525	3.5899	3.8071	3.4015	3.8301	3.7551	3.6258
YIPF4	2.9602	3.2779	2.6375	3.1032	3.3348	3.3089	3.486	1.8572	2.3454	2.0634	2.332	2.1402	2.5697	0	2.8372	2.6707	3.3952	3.1655	2.8525	3.1492	2.7118
BIRC6	6.0319	6.6712	5.7542	5.6715	5.7838	6.339	5.6701	6.4304	5.6398	6.6026	5.6483	5.8644	5.6995	3.3597	5.6942	5.7687	6.3062	5.0042	6.6704	5.6507	5.685
TTC27	4.0232	4.3929	3.6078	4.0807	3.6724	3.3089	3.6534	4.4147	4.4693	4.635	4.5916	3.8023	4.3339	0	4.0444	3.8877	3.8681	3.6043	4.1994	4.1927	3.4457
LTBP1	3.8644	2.6369	2.6375	0.79477	2.3819	2.8739	0.86976	0.7275	1.0794	0	1.0707	0.74987	1.0118	0	1.1097	1.2511	1.9529	3.0313	2.1278	1.0569	1.7713
RASGRP3	2.9602	0.90301	0	0.79477	1.2204	1.9312	0.63373	1.2088	0	0	0	0	0.52165	0	0.12311	1.155	1.0412	2.318	0.83011	0.54897	0.31193
FAM98A	2.6056	2.9927	2.6375	3.2215	3.6214	3.1654	3.521	3.4378	4.3779	3.6919	4.0036	3.3018	3.901	3.897	4.383	3.5145	3.2652	4.2733	3.3326	3.8508	3.3804
CRIM1	3.2445	3.1424	2.6375	2.2984	1.6857	1.637	2.508	2.9179	1.6336	2.0634	2.6172	1.8978	2.0176	0	2.1326	1.7226	2.4683	2.0666	2.435	2.5702	1.8699
FEZ2	6.3037	4.9345	5.2021	5.7589	6.3444	5.8632	5.056	5.3344	4.5928	4.6804	5.0245	4.7126	4.6075	3.3597	4.8521	5.7023	5.7027	5.4348	5.4607	5.3126	4.8091
STRN	5.0538	4.1317	4.2408	4.4953	4.575	4.3213	4.304	3.8192	3.2902	3.6919	3.9361	3.73	3.536	0	3.7895	4.5383	4.7219	3.6959	4.2786	4.0655	3.9299
HEATR5B	4.7243	5.2634	4.5006	4.6581	4.7397	5.1484	4.675	4.5008	4.2145	4.3275	4.0993	3.654	4.3748	3.3597	4.1054	4.5095	5.098	3.782	5.1063	4.2049	4.3094
GPATCH11	4.2965	3.7202	4.059	3.78	3.9458	3.6426	3.5887	3.3478	3.2718	3.2845	3.1811	3.0871	3.3223	3.3597	3.8352	3.5715	3.8976	4.0133	3.907	3.8814	3.8596
EIF2AK2	5.0538	4.0583	3.993	3.78	4.1578	4.3548	4.2211	5.403	4.6148	5.3485	4.4291	4.7126	4.4245	4.2876	4.4667	4.7339	4.9855	4.9307	4.5739	4.2984	4.3946
ENSMMUG00000043078	1.4306	0	0	1.7863	1.4717	1.4012	1.5512	0	0.89983	0	0.79382	1.6064	0.52165	0	1.6902	1.7881	1.7732	1.3755	1.737	1.6603	1.7713
CEBPZ	5.874	6.0498	6.2547	6.2423	6.2676	6.2706	6.1452	6.3044	6.3644	6.4795	6.2995	5.7038	6.4422	5.4159	6.3524	6.2565	6.2728	5.9996	6.6257	6.3554	6.0998
NDUFAF7	4.814	4.9345	4.6793	4.9601	5.3698	5.2585	4.8507	5.4686	4.0625	4.9637	4.501	3.654	4.3442	5.2502	4.3392	5.1437	5.1043	4.8532	4.6202	4.7512	4.5513
PRKD3	5.8317	5.4757	5.2595	5.829	6.019	5.4793	5.5478	5.3805	5.252	5.2005	5.4202	5.4576	5.4152	4.2876	5.0199	5.5548	5.4863	5.2046	5.4088	5.2785	5.1699
QPCT	3.482	2.9927	2.6375	3.8055	4.1932	2.5665	3.2965	2.3029	5.0886	3.6003	4.8881	3.8023	4.633	3.897	3.5797	4.0163	2.8772	4.1491	2.6881	3.7551	2.8144
CDC42EP3	4.0232	2.9927	4.4022	4.5864	4.9195	3.772	4.5949	3.8192	5.0674	4.5881	4.9916	4.9217	5.0672	5.8225	4.9045	4.5666	3.6422	5.1079	3.907	4.6748	4.7194
RMDN2	3.482	4.2016	4.2408	3.6732	2.6086	2.8739	4.3632	3.1488	2.8199	3.0275	2.4335	2.1402	2.8853	2.4938	3.6428	2.705	2.8473	3.2883	3.956	3.0179	3.1643
ENSMMUG00000013945	2.9602	4.7131	4.1222	4.4148	3.9664	2.9194	5.5047	6.1127	7.3381	7.2022	6.7903	6.3354	6.9557	4.8478	6.6174	4.971	4.7301	4.1491	6.1965	5.6148	5.7511
ATL2	5.2593	6.8881	6.5122	6.0043	4.5342	5.2673	6.9053	5.8593	6.2542	6.4666	5.9345	5.8128	6.1758	5.5646	6.5816	5.0862	5.2023	5.3806	6.595	5.7656	5.9945
HNRNPLL	2.1346	3.6217	3.0808	3.3995	3.0169	3.4078	3.3753	3.4378	2.964	3.1617	3.3975	2.5289	3.2798	2.4938	2.9413	3.2612	3.1955	3.2883	2.9525	3.3591	3.125
GALM	2.9602	2.9927	3.5167	2.6191	2.3819	1.637	3.8593	0.7275	1.9886	0.8439	1.3029	1.6064	1.377	2.4938	2.8902	2.4043	1.8356	2.5319	1.9456	2.1859	2.2815
SRSF7	5.5478	5.9107	6.2405	6.1705	5.8955	5.5168	6.2844	6.3515	7.3783	6.5176	7.1483	7.3017	7.4095	7.7106	7.4915	6.3785	5.9271	6.7203	6.4051	7.1172	6.9721
DHX57	3.482	3.8991	3.851	3.6732	3.6471	3.6958	3.3753	3.8192	3.586	4.1451	3.629	3.3982	3.7379	3.3597	3.6531	3.2612	3.9828	3.6959	3.7209	3.6526	3.7344
MORN2	5.3817	4.2016	5.5162	5.1512	5.2319	4.8531	5.0319	3.7506	4.5012	3.6003	5.1931	4.5955	4.7071	5.5646	4.8829	5.0466	4.1395	5.1079	3.8301	4.9151	4.784
ARHGEF33	2.1346	2.9927	1.3174	0.79477	2.1129	1.2671	1.8	1.5692	0.89983	1.3728	0.45083	0	0.36782	0	0.69915	0.38594	1.4127	0	1.3537	0.54897	1.142
SOS1	4.7243	4.9345	4.5927	4.9826	4.8875	4.9217	4.6435	5.2121	4.5704	4.635	4.7573	4.3281	4.5814	3.897	4.93	5.2288	5.1295	4.3876	5.211	4.7839	4.7966
MAP4K3	5.2593	5.2634	4.9469	5.1904	5.1351	5.4487	5.056	5.0213	4.1853	4.5881	4.4535	4.5542	4.3339	4.2876	4.3071	4.8304	5.1295	4.2733	5.211	4.5848	4.5364
ENSMMUG00000013388	3.2445	2.8257	3.2028	3.1437	2.442	3.0061	3.4131	2.0972	2.9867	2.7146	3.1216	2.8349	3.0206	3.3597	3.0383	2.2267	1.9529	3.6959	1.737	2.234	1.9621
THUMPD2	4.814	6.0686	5.7542	5.3021	5.0508	5.3934	4.957	4.9919	4.3779	4.3275	4.9408	4.6746	4.7071	4.2876	4.8698	4.9353	5.3646	3.8633	5.4	5.069	5.1699
SLC8A1	2.9602	1.852	0.80414	0.31607	1.2204	1.8396	0.35139	0	0.31891	0	0	0	0.52165	0	0.61774	0.69012	1.0412	0	1.4931	0.38813	0.56826
PKDCC	3.482	2.6369	2.242	2.8326	3.6471	4.1604	0.35139	3.038	0.80087	0.8439	1.0707	1.2408	1.1121	0	0.9854	2.4043	3.5889	1.3755	1.1994	2.0845	1.4274
EML4	6.1742	6.3405	6.2547	6.3929	6.406	6.4859	6.4843	6.1263	5.6145	5.7618	6.1361	5.4576	5.8881	5.063	6.3476	6.4511	6.4022	6.2007	6.4356	6.3196	6.1199
